사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,위반내용,전화번호,대표자명,환경오염위반유형구분명,데이터기준일자,제공기관코드,제공기관명
(주)금호에이치티,전라남도,장성군,,전라남도 장성군 동화면 구림리 200-15,35.28309475,126.7278299,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-방지시설에 딸린 기계·기구류(예비용을 포함한다)의 고장 또는 훼손을 정당한 사유 없이 방치하는 행위,061-390-8000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)금강플랜트,전라남도,장성군,,전라남도 장성군 황룡면 금호리 460-1,35.32889819,126.7199616,제28조제1항의 규정에 의한 신고 또는 변경신고를 하지 아니한 자,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)금강기건 장성공장,전라남도,장성군,,전라남도 장성군 황룡면 금호리 464-1,35.32889819,126.7199616,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)그린프라텍,전라남도,장성군,,전라남도 장성군 삼계면 부성리 692-1,35.30025514,126.6359331,수질환경보전법 제11조 2항,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)군민운수,전라남도,장성군,전라남도 장성군 장성읍 영천월산길 13,전라남도 장성군 장성읍 영천리 1511-7,35.307662,126.792141,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,061-390-7366,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)광혁건설,전라남도,장성군,,전라남도 장성군 서삼면 대덕리 산151-3,35.3547339,126.7479358,수질환경보전법 제10조제3항규정,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)고려시멘트,전라남도,장성군,전라남도 장성군 장성읍 영천로 35,전라남도 장성군 장성읍 단광리 524,35.29219406,126.7790082,영 제33조(근거법령 법 제35조 법 제 39조 법 제 40조)제3호에 따라 방지시설 설치 외의 방법으로 수질오염물질을 적정하게 처리한다는 사유로 방지시설을 설치하지 아니한 자-폐,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)거상 수출산업,전라남도,장성군,,전라남도 장성군 황룡면 월평리 464,35.28406111,126.7731179,수질환경보전법 제33조 제3항,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)강동디엔아이,전라남도,장성군,,전라남도 장성군 황룡면 와룡리 산31,35.27444401,126.7685021,영 제33조(근거법령 법 제35조 법 제 39조 법 제 40조)제3호에 따라 방지시설 설치 외의 방법으로 수질오염물질을 적정하게 처리한다는 사유로 방지시설을 설치하지 아니한 자-폐,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(유)제일산업,전라남도,장성군,전라남도 장성군 황룡면 강변로 400-17,전라남도 장성군 황룡면 월평리 617-7,35.2795095,126.7657718,법 제35조에 따른 방지시설(공동방지시설을 포함한다)의 설치ㆍ운영과 관련된 행정처분-영 제34조 각 호의 어느 하나에 해당하는 변경신고를 하지 아니하고 임의로 방지시설을 변경하여,061-394-8181,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(유)제일산업,전라남도,장성군,전라남도 장성군 황룡면 강변로 400-17,전라남도 장성군 황룡면 월평리 617-7,35.2795095,126.7657718,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-방지시설에 딸린 기계·기구류(예비용을 포함한다)의 고장 또는 훼손을 정당한 사유 없이 방치하는 행위,061-394-8181,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(유)송림산업,전라남도,장성군,전라남도 장성군 황룡면 강변로 432-19,,35.28199767,126.767966,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
황룡농협주유소,전라남도,장성군,,전라남도 장성군 황룡면 신호리 323,35.29148828,126.7520207,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,061-393-2052,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)선진화학,전라남도,장성군,전라남도 장성군 황룡면 강변로 382-13,전라남도 장성군 황룡면 와룡리 516-1,35.278314,126.7646384,법 제39조제1항에 따른 자가측정을 위반한 다음과 같은 경우-자가측정을 하지 아니하거나 자가측정 횟수가 적정하지 아니한 경우,061-392-8394,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)선진화학,전라남도,장성군,전라남도 장성군 황룡면 강변로 382-13,전라남도 장성군 황룡면 와룡리 516-1,35.278314,126.7646384,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,061-392-8394,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)선우식품,전라남도,장성군,,전라남도 장성군 황룡면 맥호리 345,35.3106989,126.7217793,법 제37조제1항에 따른 가동개시 신고를 하고 조업 중인 폐수배출시설에서 배출되는 수질오염물질의 정도가 폐수배출시설 또는 방지시설의 결함ㆍ고장 또는 운전미숙 등으로 법 제32조에,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)서광,전라남도,장성군,전라남도 장성군 동화면 농공단지길 67,전라남도 장성군 동화면 구림리 210-1,35.283477,126.730382,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-방지시설에 딸린 기계·기구류(예비용을 포함한다)의 고장 또는 훼손을 정당한 사유 없이 방치하는 행위,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)새벽김치,전라남도,장성군,전라남도 장성군 진원면 나노산단로 186-5,,35.24541403,126.8352385,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)상무자동차1급정비공업사,전라남도,장성군,전라남도 장성군 삼계면 영장로 1722,전라남도 장성군 삼계면 주산리 402,35.24960912,126.6724205,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-방지시설에 딸린 기계·기구류(예비용을 포함한다)의 고장 또는 훼손을 정당한 사유 없이 방치하는 행위,061-394-9500,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)삼원산업,전라남도,장성군,전라남도 장성군 동화면 수연로 42,전라남도 장성군 동화면 용정리 249-4,35.28609141,126.7371979,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,061-394-4710,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)부경식품,전라남도,장성군,,전라남도 장성군 북일면 박산리 345-3,35.380279,126.8033526,법 제37조제1항에 따른 가동개시의 신고를 하지 아니하고 조업을 한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)백양실업,전라남도,장성군,전라남도 장성군 황룡면 신기길 93,,35.28550062,126.7727224,법 제37조제1항에 따른 가동개시 신고를 하고 조업 중인 폐수배출시설에서 배출되는 수질오염물질의 정도가 폐수배출시설 또는 방지시설의 결함ㆍ고장 또는 운전미숙 등으로 법 제32조에,061-392-7900,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)백양랜드,전라남도,장성군,전라남도 장성군 북하면 백양로 941,전라남도 장성군 북하면 약수리 330,35.4114369,126.8806529,법 제30조에 따른 가동개시신고를 하고 가동 중인 배출시설에서 배출되는 대기오염물질의 정도가 배출시설 또는 방지시설의 결함·고장 또는 운전미숙 등으로 인하여 법 제16조에 따른 배,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)반석퓨리텍,전라남도,장성군,전라남도 장성군 동화면 금강산로 159,전라남도 장성군 동화면 남산리 802-2,35.25842659,126.7158627,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 불가능한 지역인 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)무등산업,전라남도,장성군,전라남도 장성군 황룡면 강변로 425,,35.282259,126.765148,법 제77조를 위반하여 환경기술인 등의 교육을 받게 하지 아니하였을 경우,061-393-5588,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)명일씨엔티,전라남도,장성군,전라남도 장성군 황룡면 강변로 484-20,전라남도 장성군 황룡면 월평리 604-8,35.285457,126.770211,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,061-392-7907,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)명성엔지니어링,전라남도,장성군,전라남도 장성군 북일면 신흥로 476-22,전라남도 장성군 북일면 박산리 365,35.38270498,126.805598,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,061-393-3907,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)명성엔지니어링,전라남도,장성군,전라남도 장성군 북일면 신흥로 476-22,전라남도 장성군 북일면 박산리 365,35.38270498,126.805598,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,061-393-3907,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)렉스프로폴,전라남도,장성군,,전라남도 장성군 삼서면 두월리 880,35.235206,126.685291,영 제33조(근거법령 법 제35조 법 제 42조)제2호에 따라 폐수를 위탁처리한다는 사유로 방지시설을 설치하지 아니한 자-폐수를 위탁하지 아니하고 그냥 배출한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)렉스프로폴,전라남도,장성군,,전라남도 장성군 삼서면 두월리 880,35.235206,126.685291,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)렉스프로폴,전라남도,장성군,,전라남도 장성군 삼서면 두월리 880,35.235206,126.685291,그 밖에 폐수처리업자의 준수사항을 이행하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)렉스프로폴,전라남도,장성군,,전라남도 장성군 삼서면 두월리 880,35.235206,126.685291,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)렉스프로폴,전라남도,장성군,,전라남도 장성군 삼서면 두월리 880,35.235206,126.685291,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)동해플라스틱,전라남도,장성군,,전라남도 장성군 동화면 남산리 180-1,35.261157,126.7351179,대기환경보전법 제15조 제2항,061-392-8756,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)동해플라스틱,전라남도,장성군,전라남도 장성군 동화면 동화로 315,전라남도 장성군 동화면 남산리 180-1,35.261157,126.7351179,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-방지시설에 딸린 기계·기구류(예비용을 포함한다)의 고장 또는 훼손을 정당한 사유 없이 방치하는 행위,061-392-8756,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)동해플라스틱,전라남도,장성군,전라남도 장성군 동화면 동화로 315,전라남도 장성군 동화면 남산리 180-1,35.261157,126.7351179,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 불가능한 지역인 경우,061-392-8756,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)동원산업,전라남도,장성군,,전라남도 장성군 황룡면 월평리 459,35.284127,126.772451,제28조제1항의 규정에 의한 신고 또는 변경신고를 하지 아니한 자,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)대주환경,전라남도,장성군,,전라남도 장성군 북일면 신흥리 78,35.36989868,126.8080136,법 제38조제1항 각 호의 어느 하나에 해당하는 행위를 한 경우-폐수배출시설에서 배출되는 수질오염물질을 방지시설에 유입하지 아니하고 배출한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)전주에너지,전라남도,장성군,전라남도 장성군 삼계면 영장로 1001-25 (외 4필지(692-2692-3692-4692-5)),전라남도 장성군 삼계면 부성리 692-1,35.30025514,126.6359331,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 가능한 지역인 경우,061-390-8920,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)장성화학,전라남도,장성군,,전라남도 장성군 북일면 신흥리 78,35.36989868,126.8080136,대기배출시설 설치신고 미이행,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)인텍,전라남도,장성군,,전라남도 장성군 황룡면 월평리 610-10,35.28378871,126.765795,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 가능한 지역인 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)이노인텍,전라남도,장성군,전라남도 장성군 황룡면 함장로 5145,전라남도 장성군 황룡면 신호리 313-1,35.292544,126.751953,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,061-392-9435,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)이노인텍,전라남도,장성군,전라남도 장성군 황룡면 함장로 5145,전라남도 장성군 황룡면 신호리 313-1,35.292544,126.751953,법 제77조를 위반하여 환경기술인 등의 교육을 받게 하지 아니하였을 경우,061-392-9435,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)유림테크,전라남도,장성군,,전라남도 장성군 동화면 구림리 740,35.27714095,126.723268,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)우리스틸,전라남도,장성군,전라남도 장성군 삼계면 삼동로 122,전라남도 장성군 삼계면 발산리 192-14,35.26822232,126.6809518,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)우리스틸,전라남도,장성군,전라남도 장성군 삼계면 삼동로 122,전라남도 장성군 삼계면 발산리 192-14,35.26822232,126.6809518,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)영보피엔씨,전라남도,장성군,,전라남도 장성군 동화면 용정리 86-1,35.29166701,126.7461108,법 제39조제1항에 따른 자가측정을 위반한 다음과 같은 경우-자가측정을 하지 아니하거나 자가측정 횟수가 적정하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)영보피엔씨,전라남도,장성군,전라남도 장성군 동화면 용정기산길 45-4 (외 8필지(86-2486-2573-174-387-273-274-273-3)),전라남도 장성군 동화면 용정리 73-1,35.29151527,126.7460511,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-부식·마모로 인하여 대기오염물질이 누출되는 배출시설이나 방지시설을 정당한 사유 없이 방치하는 행위,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)엠에스토피아,전라남도,장성군,,전라남도 장성군 황룡면 필암리 568-1,35.3087862,126.7499753,제15조제1항제3호 또는 동항제4호의 규정에 의한 행위를 한 자,061-393-5597,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)에스이,전라남도,장성군,전라남도 장성군 황룡면 내황길 19,전라남도 장성군 황룡면 신호리 335-7,35.28950908,126.7507747,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 가능한 지역인 경우,061-394-5945,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)에스이,전라남도,장성군,전라남도 장성군 황룡면 내황길 19,전라남도 장성군 황룡면 신호리 335-7,35.28950908,126.7507747,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,061-394-5945,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)씨와이,전라남도,장성군,전라남도 장성군 동화면 수연로 68-12,전라남도 장성군 동화면 용정리 241,35.28755092,126.7371876,법 제39조제1항에 따른 자가측정을 위반한 다음과 같은 경우-자가측정을 하지 아니하거나 자가측정 횟수가 적정하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)씨와이,전라남도,장성군,전라남도 장성군 동화면 수연로 68-12,전라남도 장성군 동화면 용정리 241,35.28755092,126.7371876,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)신라아스콘,전라남도,장성군,전라남도 장성군 동화면 본동로 1033-21,전라남도 장성군 동화면 구룡리 산79,35.23264699,126.7074193,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,061-392-2701,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)수연중공업,전라남도,장성군,,전라남도 장성군 삼계면 수옥리 29-1,35.277161,126.708498,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-배출시설 가동 시에 방지시설을 가동하지 아니하거나 오염도를 낮추기 위하여 배출시설에서 배출되는 대기오염물질에 공기를 섞어,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)세인테크,전라남도,장성군,,전라남도 장성군 동화면 남산리 802-2,35.25842659,126.7158627,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 가능한 지역인 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)세인테크,전라남도,장성군,,전라남도 장성군 동화면 남산리 802-2,35.25842659,126.7158627,법 제33조제1항 내지 제3항에 따른 폐수배출시설 설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 폐수배출시설을 설치하거나 사용한 경우-그 지역이 폐수배출시설,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)세운레미콘광주공장,전라남도,장성군,,전라남도 장성군 동화면 구룡리 220-2,35.23576289,126.7144925,비밀배출구 설치,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)성원하이테크,전라남도,장성군,전라남도 장성군 동화면 농공단지길 10,전라남도 장성군 동화면 구림리 210-34,35.28212428,126.7307306,법 제39조제1항에 따른 자가측정을 위반한 다음과 같은 경우-자가측정을 하지 아니하거나 자가측정 횟수가 적정하지 아니한 경우,061-394-9941,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)성원케미칼,전라남도,장성군,,전라남도 장성군 동화면 구림리 210-18,35.28212428,126.7307306,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)성암아스콘,전라남도,장성군,전라남도 장성군 동화면 본동로 1033-23 ((주)성암아스콘),전라남도 장성군 동화면 구룡리 335-1,35.23324482,126.707853,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,061-392-4141,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)선진화학,전라남도,장성군,전라남도 장성군 황룡면 강변로 382-13,전라남도 장성군 황룡면 와룡리 516-1,35.278314,126.7646384,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-부식·마모로 인하여 대기오염물질이 누출되는 배출시설이나 방지시설을 정당한 사유 없이 방치하는 행위,061-392-8394,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)파이닉스푸드 장성1공장,전라남도,장성군,전라남도 장성군 북이면 연수길 25-24 (외3필지),전라남도 장성군 북이면 사거리 511,35.436679,126.8119481,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)탑원산업,전라남도,장성군,전라남도 장성군 삼계면 평림암치로 30,,35.27460441,126.692568,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 가능한 지역인 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)크린탑,전라남도,장성군,전라남도 장성군 삼서면 해삼로 1183,전라남도 장성군 삼서면 삼계리 310-2,35.23718815,126.6476711,법 제37조제1항에 따른 가동개시 신고를 하고 조업 중인 폐수배출시설에서 배출되는 수질오염물질의 정도가 폐수배출시설 또는 방지시설의 결함ㆍ고장 또는 운전미숙 등으로 법 제32조에 ,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)크린탑,전라남도,장성군,전라남도 장성군 삼서면 해삼로 1183,전라남도 장성군 삼서면 삼계리 310-2,35.23718815,126.6476711,법 제38조제1항 각 호의 어느 하나에 해당하는 행위를 한 경우-그 밖에 폐수배출시설 및 방지시설을 정당한 사유 없이 정상적으로 가동하지 아니하여 배출허용기준을 초과한 수질오염물질,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)크린탑,전라남도,장성군,전라남도 장성군 삼서면 해삼로 1183,전라남도 장성군 삼서면 삼계리 310-2,35.23718815,126.6476711,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,061-394-7782,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)크린탑,전라남도,장성군,전라남도 장성군 삼서면 해삼로 1183,전라남도 장성군 삼서면 삼계리 310-2,35.23718815,126.6476711,법 제37조제1항에 따른 가동개시 신고를 하고 조업 중인 폐수배출시설에서 배출되는 수질오염물질의 정도가 폐수배출시설 또는 방지시설의 결함ㆍ고장 또는 운전미숙 등으로 법 제32조에,061-394-7782,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)체리부로 금계지점,전라남도,장성군,전라남도 장성군 동화면 연산로 88-23,,35.26718204,126.7215613,법 제38조제1항 각 호의 어느 하나에 해당하는 행위를 한 경우-법 제38조제1항제3호 단서에 따른 인정을 받지 아니하고 수질오염물질을 희석하여 배출한 경우,061-390-9800,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)체리부로 금계지점,전라남도,장성군,전라남도 장성군 동화면 연산로 88-23,,35.26718204,126.7215613,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,061-390-9800,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)청산녹수,전라남도,장성군,,전라남도 장성군 장성읍 백계리 444-1,35.34521825,126.8128505,법 제37조제1항에 따른 가동개시 신고를 하고 조업 중인 폐수배출시설에서 배출되는 수질오염물질의 정도가 폐수배출시설 또는 방지시설의 결함ㆍ고장 또는 운전미숙 등으로 법 제32조에,000-0000-0000,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)창일,전라남도,장성군,전라남도 장성군 북일면 봉암로 876 (외1필지(520-1)),전라남도 장성군 북일면 신흥리 502,35.365891,126.805051,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,061-394-8773,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)창일,전라남도,장성군,전라남도 장성군 북일면 봉암로 876 (외1필지(520-1)),전라남도 장성군 북일면 신흥리 502,35.365891,126.805051,법 제33조제2항 또는 제3항에 따른 폐수배출시설 변경신고를 하지 아니한 경우,061-394-8773,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)창일,전라남도,장성군,전라남도 장성군 북일면 봉암로 876 (외1필지(520-1)),전라남도 장성군 북일면 신흥리 502,35.365891,126.805051,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,061-394-8773,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)창일,전라남도,장성군,전라남도 장성군 북일면 봉암로 876 (외1필지(520-1)),전라남도 장성군 북일면 신흥리 502,35.365891,126.805051,법 제31조제2항에 따른 배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기재하였거나 보존·비치하지 아니한 경우,061-394-8773,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)차후에스엔피,전라남도,장성군,전라남도 장성군 삼계면 번창길 51,전라남도 장성군 삼계면 부성리 791-3,35.29739544,126.6366992,법 제38조제3항에 따른 폐수배출시설 및 방지시설의 운영에 관한 관리기록을 거짓으로 기록하거나 보존ㆍ비치하지 아니한 경우,061-392-9400,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)차후에스엔피,전라남도,장성군,전라남도 장성군 삼계면 번창길 51,전라남도 장성군 삼계면 부성리 791-3,35.29739544,126.6366992,영 제33조(근거법령 법 제35조 법 제 39조 법 제 40조)제3호에 따라 방지시설 설치 외의 방법으로 수질오염물질을 적정하게 처리한다는 사유로 방지시설을 설치하지 아니한 자-폐,061-392-9400,,수질,2026-02-20,5895000,전남광주통합특별시 장성군
(주)차후에스엔피,전라남도,장성군,전라남도 장성군 삼계면 번창길 51,전라남도 장성군 삼계면 부성리 791-3,35.29739544,126.6366992,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 가능한 지역인 경우,061-392-9400,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)진명상용차,전라남도,장성군,전라남도 장성군 삼계면 삼동로 359 (외 4필지(119-1118-1119-2117-3)),전라남도 장성군 삼계면 수옥리 129-1,35.277482,126.703096,법 제39조제1항에 따른 자가측정을 위반한 다음과 같은 경우-자가측정을 하지 아니하거나 자가측정 횟수가 적정하지 아니한 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)지알켐,전라남도,장성군,전라남도 장성군 동화면 전자농공단지2길 43,전라남도 장성군 동화면 남평리 1060-2,35.275526,126.7288144,법 제23조제2항 또는 법 제23조제3항을 위반하여 변경신고를 하지 아니한 경우,061-393-3114,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)지알켐,전라남도,장성군,전라남도 장성군 동화면 전자농공단지2길 43,전라남도 장성군 동화면 남평리 1060-2,35.275526,126.7288144,법 제31조제1항을 위반하여 다음과 같은 행위를 하는 경우-방지시설에 딸린 기계·기구류(예비용을 포함한다)의 고장 또는 훼손을 정당한 사유 없이 방치하는 행위,061-393-3114,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
(주)제이와이진영산업,전라남도,장성군,,전라남도 장성군 동화면 남평리 463-5,35.26903079,126.7174081,법 제23조에 따라 배출시설설치허가(변경허가를 포함한다)를 받지 아니하거나 신고를 하지 아니하고 배출시설을 설치한 경우-해당지역이 배출시설의 설치가 가능한 지역인 경우,000-0000-0000,,대기,2026-02-20,5895000,전남광주통합특별시 장성군
